theta,peak_pos_diff
0.45226130653266333,0.009217017619072676
0.9045226130653267,0.009217017619072676
1.35678391959799,0.009217017619072676
1.8090452261306533,0.00919534372777564
2.261306532663317,0.00919534372777564
2.71356783919598,0.00919534372777564
3.1658291457286434,0.009173669836478382
3.6180904522613067,0.009173669836478382
4.07035175879397,0.009151995945181346
4.522613065326634,0.009151995945181346
4.974874371859297,0.00913032205388431
5.42713567839196,0.009108648162587052
5.8793969849246235,0.009108648162587052
6.331658291457287,0.009086974271290016
6.78391959798995,0.00906530037999298
7.236180904522613,0.009043626488695944
7.688442211055277,0.009021952597398686
8.14070351758794,0.00900027870610165
8.592964824120603,0.008978604814804614
9.045226130653267,0.00893525703221032
9.49748743718593,0.009314585647179019
9.949748743718594,0.009292911755881983
10.402010050251256,0.009249563973287689
10.85427135678392,0.009227890081990653
11.306532663316583,0.009184542299396359
11.758793969849247,0.009162868408099323
12.21105527638191,0.009119520625505029
12.663316582914574,0.009076172842910957
13.115577889447236,0.009054498951613699
13.5678391959799,0.009011151169019627
14.020100502512562,0.008967803386425333
14.472361809045227,0.00892445560383126
14.92462311557789,0.009282110327502702
15.376884422110553,0.00923876254490863
15.829145728643217,0.009195414762314336
16.28140703517588,0.009152066979720264
16.733668341708544,0.00910871919712597
17.185929648241206,0.00904369752323464
17.63819095477387,0.009000349740640567
18.090452261306535,0.008957001958046273
18.542713567839197,0.009292982790420456
18.99497487437186,0.009249635007826384
19.44723618090452,0.009184613333935054
19.899497487437188,0.00914126555134076
20.35175879396985,0.00907624387744943
20.804020100502512,0.009032896094855358
21.256281407035175,0.008967874420964028
21.70854271356784,0.009303855253338433
22.160804020100503,0.009238833579447103
22.613065326633166,0.009173811905555773
23.06532663316583,0.009130464122961701
23.517587939698494,0.009065442449070371
23.969849246231156,0.009000420775179041
24.42211055276382,0.009336401607553446
24.874371859296485,0.009271379933662116
25.326633165829147,0.009206358259770786
25.77889447236181,0.00911966269458242
26.231155778894472,0.00905464102069109
26.683417085427138,0.008989619346799982
27.1356783919598,0.009325600179174165
27.587939698492463,0.009238904613985799
28.040201005025125,0.009173882940094469
28.49246231155779,0.009108861266203139
28.944723618090453,0.009022165701014773
29.396984924623116,0.008957144027123443
29.84924623115578,0.009271450968200812
30.301507537688444,0.009206429294309482
30.753768844221106,0.009119733729121116
31.20603015075377,0.009054712055229786
31.658291457286435,0.00896801649004142
32.11055276381909,0.009303997322415825
32.56281407035176,0.009217301757227458
33.015075376884425,0.009130606192039092
33.46733668341709,0.009065584518147762
33.91959798994975,0.008978888952959396
34.37185929648241,0.009293195894036543
34.824120603015075,0.009206500328847955
35.27638190954774,0.009141478654956847
35.7286432160804,0.009054783089768259
36.18090452261307,0.008968087524579893
36.63316582914573,0.009282394465657262
37.085427135678394,0.009195698900468896
37.537688442211056,0.00910900333528053
37.98994974874372,0.009022307770092164
38.44221105527638,0.009358288602466569
38.89447236180904,0.009271593037278203
39.34673366834171,0.009184897472089837
39.798994974874375,0.00909820190690147
40.25125628140704,0.009011506341712883
40.7035175879397,0.00932581328279003
41.15577889447236,0.009239117717601664
41.608040201005025,0.009152422152413298
42.06030150753769,0.009065726587224932
42.51256281407035,0.008979031022036565
42.96482412060302,0.009293337963113935
43.41708542713568,0.009206642397925346
43.869346733668344,0.00911994683273698
44.321608040201006,0.009033251267548614
44.77386934673367,0.009347558208625983
45.22613065326633,0.009260862643437617
45.678391959798994,0.009174167078249251
46.13065326633166,0.009087471513060885
46.582914572864325,0.008979102056575261
47.03517587939699,0.009293408997652408
47.48743718592965,0.009206713432464042
47.93969849246231,0.009120017867275676
48.391959798994975,0.00903332230208731
48.84422110552764,0.009347629243164679
49.2964824120603,0.009260933677976091
49.74874371859297,0.009174238112787725
50.20100502512563,0.009087542547599359
50.653266331658294,0.009022520873708029
51.10552763819096,0.009336827814785398
51.55778894472362,0.009250132249597032
52.01005025125628,0.009163436684408666
52.462311557788944,0.0090767411192203
52.91457286432161,0.008990045554031934
53.366834170854275,0.009304352495108859
53.81909547738694,0.009217656929920492
54.2713567839196,0.009130961364732126
54.72361809045226,0.009065939690840796
55.175879396984925,0.009380246631918165
55.62814070351759,0.0092935510667298
56.08040201005025,0.009206855501541433
56.53266331658292,0.009141833827650103
56.98492462311558,0.009055138262461737
57.437185929648244,0.009369445203539106
57.88944723618091,0.009304423529647776
58.34170854271357,0.00921772796445941
58.79396984924623,0.009131032399271044
59.246231155778894,0.009066010725379714
