,0,1,2,3
0.0,-0.75,0.25,0.25,0.25
0.0002506265664160401,-0.7500124528280145,0.2465050814536341,0.25001245282801454,0.2534949185463659
0.0005012531328320802,-0.7500498094513683,0.24301016290726818,0.25004980945136834,0.2569898370927318
0.0007518796992481203,-0.7501120642893822,0.23951524436090227,0.25011206428938215,0.26048475563909773
0.0010025062656641604,-0.750199208045554,0.23602032581453633,0.2501992080455539,0.26397967418546364
0.0012531328320802004,-0.7503112277144961,0.23252540726817042,0.2503112277144962,0.26747459273182955
0.0015037593984962407,-0.750448106591631,0.2290304887218045,0.25044810659163097,0.27096951127819546
0.0017543859649122807,-0.7506098242856261,0.2255355701754386,0.25060982428562606,0.27446442982456143
0.0020050125313283208,-0.7507963567335502,0.2220406516290727,0.25079635673355016,0.27795934837092734
0.002255639097744361,-0.7510076762187222,0.21854573308270675,0.2510076762187222,0.28145426691729325
0.002506265664160401,-0.7512437513912226,0.21505081453634084,0.25124375139122257,0.28494918546365916
0.002756892230576441,-0.7515045472910313,0.21155589598997493,0.25150454729103133,0.28844410401002507
0.0030075187969924814,-0.7517900253737552,0.20806097744360902,0.2517900253737551,0.291939022556391
0.003258145363408521,-0.7521001435388963,0.2045660588972431,0.2521001435388962,0.2954339411027569
0.0035087719298245615,-0.7524348561606187,0.2010711403508772,0.25243485616061867,0.2989288596491228
0.0037593984962406013,-0.7527941141209569,0.1975762218045113,0.25279411412095687,0.3024237781954887
0.0040100250626566416,-0.7531778648454133,0.19408130325814538,0.2531778648454133,0.3059186967418546
0.004260651629072682,-0.7535860523408835,0.19058638471177944,0.25358605234088355,0.30941361528822053
0.004511278195488722,-0.7540186172358478,0.18709146616541353,0.25401861723584784,0.3129085338345865
0.0047619047619047615,-0.7544754968227615,0.18359654761904762,0.25447549682276144,0.31640345238095235
0.005012531328320802,-0.7549566251025753,0.1801016290726817,0.25495662510257533,0.3198983709273183
0.005263157894736842,-0.7554619328313148,0.17660671052631577,0.25546193283131474,0.32339328947368423
0.005513784461152882,-0.755991347568641,0.17311179197994986,0.25599134756864095,0.32688820802005014
0.0057644110275689225,-0.7565447937283185,0.16961687343358395,0.2565447937283185,0.33038312656641605
0.006015037593984963,-0.7571221926305092,0.16612195488721804,0.25712219263050917,0.33387804511278196
0.006265664160401002,-0.7577234625558097,0.16262703634085213,0.25772346255580963,0.3373729636591479
0.006516290726817042,-0.7583485188009511,0.15913211779448622,0.2583485188009511,0.3408678822055138
0.006766917293233083,-0.7589972737360744,0.1556371992481203,0.25899727373607434,0.3443628007518797
0.007017543859649123,-0.7596696368634945,0.1521422807017544,0.2596696368634945,0.3478577192982456
0.007268170426065163,-0.7603655148778681,0.14864736215538848,0.2603655148778681,0.3513526378446115
0.007518796992481203,-0.7610848117276734,0.14515244360902257,0.2610848117276734,0.3548475563909774
0.007769423558897243,-0.7618274286779151,0.14165752506265666,0.26182742867791503,0.35834247493734334
0.008020050125313283,-0.7625932643739635,0.13816260651629073,0.26259326437396346,0.36183739348370925
0.008270676691729323,-0.7633822149064385,0.13466768796992484,0.26338221490643865,0.36533231203007516
0.008521303258145364,-0.7641941738770485,0.13117276942355888,0.26419417387704847,0.3688272305764411
0.008771929824561403,-0.7650290324652921,0.127677850877193,0.2650290324652921,0.37232214912280703
0.009022556390977444,-0.7658866794959377,0.12418293233082706,0.2658866794959377,0.37581706766917294
0.009273182957393484,-0.7667670015071867,0.12068801378446115,0.2667670015071867,0.37931198621553885
0.009523809523809523,-0.7676698828194354,0.11719309523809524,0.26766988281943543,0.38280690476190476
0.009774436090225564,-0.7685952056045467,0.11369817669172932,0.2685952056045468,0.3863018233082707
0.010025062656641603,-0.7695428499555463,0.11020325814536341,0.2695428499555463,0.3897967418546366
0.010275689223057645,-0.7705126939566559,0.10670833959899748,0.2705126939566559,0.3932916604010025
0.010526315789473684,-0.7715046137535835,0.10321342105263157,0.27150461375358337,0.39678657894736846
0.010776942355889723,-0.7725184836239845,0.09971850250626568,0.27251848362398445,0.4002814974937343
0.011027568922305764,-0.7735541760480159,0.09622358395989974,0.2735541760480159,0.4037764160401003
0.011278195488721804,-0.7746115617789038,0.09272866541353383,0.2746115617789037,0.40727133458646614
0.011528822055137845,-0.7756905099134462,0.0892337468671679,0.27569050991344624,0.4107662531328321
0.011779448621553884,-0.7767908879623798,0.08573882832080201,0.2767908879623799,0.41426117167919796
0.012030075187969926,-0.7779125619205335,0.08224390977443607,0.2779125619205334,0.4177560902255639
0.012280701754385965,-0.7790553963367016,0.07874899122807016,0.27905539633670157,0.42125100877192984
0.012531328320802004,-0.7802192543831681,0.07525407268170428,0.28021925438316797,0.42474592731829575
0.012781954887218045,-0.7814039979248141,0.07175915413533834,0.2814039979248141,0.42824084586466166
0.013032581453634085,-0.7826094875877484,0.06826423558897243,0.28260948758774834,0.43173576441102757
0.013283208020050126,-0.7838355828273972,0.0647693170426065,0.28383558282739724,0.43523068295739353
0.013533834586466165,-0.7850821419959975,0.06127439849624061,0.2850821419959974,0.4387256015037594
0.013784461152882205,-0.7863490224094359,0.0577794799498747,0.2863490224094359,0.4422205200501253
0.014035087719298246,-0.7876360804133827,0.05428456140350876,0.28763608041338273,0.4457154385964912
0.014285714285714285,-0.7889431714486677,0.05078964285714285,0.28894317144866766,0.4492103571428572
0.014536340852130326,-0.7902701501158522,0.04729472431077694,0.2902701501158523,0.45270527568922303
0.014786967418546366,-0.7916168702389522,0.04379980576441103,0.2916168702389522,0.456200194235589
0.015037593984962405,-0.7929831849282677,0.04030488721804512,0.29298318492826775,0.45969511278195485
0.015288220551378446,-0.794368946642282,0.03680996867167918,0.294368946642282,0.4631900313283208
0.015538847117794486,-0.7957740072485909,0.0333150501253133,0.2957740072485908,0.46668494987468667
0.015789473684210527,-0.7971982180838284,0.029820131578947362,0.2971982180838284,0.47017986842105264
0.016040100250626566,-0.7986414300125575,0.02632521303258145,0.29864143001255755,0.47367478696741855
0.016290726817042606,-0.8001034934850951,0.02283029448621557,0.3001034934850951,0.47716970551378446
0.016541353383458645,-0.801584258594245,0.01933537593984966,0.301584258594245,0.4806646240601503
0.016791979949874688,-0.8030835751309152,0.015840457393483692,0.30308357513091516,0.4841595426065163
0.017042606516290727,-0.8046012926385958,0.012345538847117782,0.3046012926385958,0.48765446115288225
0.017293233082706767,-0.8061372604666792,0.008850620300751899,0.3061372604666792,0.4911493796992481
0.017543859649122806,-0.8076913278226043,0.005355701754385989,0.30769132782260433,0.494644298245614
0.017794486215538845,-0.8092633438228104,0.0018607832080200504,0.30926334382281034,0.4981392167919799
0.01804511278195489,-0.8108531575424867,-0.0016341353383458879,0.31085315754248666,0.5016341353383459
0.018295739348370928,-0.8124606180641082,-0.005129053884711798,0.3124606180641082,0.5051290538847117
