xData0, data0, errData0, xTheory0, theory0, xData1, data1, errData1, xTheory1, theory1
-0.0266479492, 0.123760425, 0.00110509178, 0.019128418, 0.109000981, -0.0266479492, 0.120333292, 0.00137314502, 0.019128418, 0.0740061179
0.0465942383, 0.10517107, 0.000414118686, 0.0282836914, 0.107213058, 0.0465942383, 0.087379165, 0.000515566419, 0.0282836914, 0.084567517
0.119836426, 0.0961999893, 0.00042111337, 0.0374389648, 0.105579495, 0.119836426, 0.0812908337, 0.000524091823, 0.0374389648, 0.0861309096
0.193078613, 0.092241399, 0.000428218195, 0.0465942383, 0.104087368, 0.193078613, 0.073398903, 0.000533091498, 0.0465942383, 0.0761985406
0.266320801, 0.090398781, 0.000435448161, 0.0557495117, 0.102724783, 0.266320801, 0.0657269061, 0.000542263206, 0.0557495117, 0.0778307393
0.339562988, 0.089772135, 0.00044284358, 0.0649047852, 0.101480812, 0.339562988, 0.0564263575, 0.000551528373, 0.0649047852, 0.0843067616
0.412805176, 0.0891077891, 0.000450161242, 0.0740600586, 0.10034541, 0.412805176, 0.0467869192, 0.000561044668, 0.0740600586, 0.0795600265
0.486047363, 0.0881688818, 0.000457924096, 0.083215332, 0.099309355, 0.486047363, 0.0367902964, 0.000570743088, 0.083215332, 0.075103052
0.559289551, 0.0873893574, 0.000465664478, 0.0923706055, 0.098364152, 0.559289551, 0.0261624772, 0.000579970401, 0.0923706055, 0.0795426592
0.632531738, 0.0864441618, 0.000473394802, 0.101525879, 0.0975020304, 0.632531738, 0.014591001, 0.00058981473, 0.101525879, 0.0803258643
0.705773926, 0.0875591487, 0.000481387182, 0.110681152, 0.0967158303, 0.705773926, 0.0039499281, 0.000599372043, 0.110681152, 0.0752621815
0.779016113, 0.0877732709, 0.000489596262, 0.119836426, 0.0959989876, 0.779016113, -0.00668658223, 0.000609607878, 0.119836426, 0.0753143132
0.852258301, 0.0866654962, 0.000498149879, 0.128991699, 0.0953454822, 0.852258301, -0.0165268984, 0.000619296925, 0.128991699, 0.0780972019
0.925500488, 0.0863701925, 0.000506230575, 0.138146973, 0.0947497785, 0.925500488, -0.0261141323, 0.000629378912, 0.138146973, 0.0756663904
0.998742676, 0.0862090513, 0.0005150944, 0.147302246, 0.0942068249, 0.998742676, -0.0352869928, 0.000639578008, 0.147302246, 0.0729575381
1.07198486, 0.0865730345, 0.000523488416, 0.15645752, 0.0937119573, 1.07198486, -0.0430240557, 0.000649863596, 0.15645752, 0.0745136067
1.14522705, 0.085005343, 0.000532569806, 0.165612793, 0.0932609215, 1.14522705, -0.0496389568, 0.000660233741, 0.165612793, 0.0746300146
1.21846924, 0.0842925757, 0.000541263758, 0.174768066, 0.0928498134, 1.21846924, -0.0557386056, 0.000671127599, 0.174768066, 0.0718018115
1.29171143, 0.084692426, 0.000550517163, 0.18392334, 0.0924750566, 1.29171143, -0.060013853, 0.000682548406, 0.18392334, 0.0712042972
1.36495361, 0.0841088742, 0.000559729362, 0.193078613, 0.092133373, 1.36495361, -0.0639662892, 0.000693577283, 0.193078613, 0.072091952
1.4381958, 0.083568126, 0.00056878769, 0.202233887, 0.0918217748, 1.4381958, -0.0649791732, 0.000704736126, 0.202233887, 0.0705705583
1.51143799, 0.0829183906, 0.00057875202, 0.21138916, 0.0915375054, 1.51143799, -0.0663078278, 0.000716452271, 0.21138916, 0.0687179565
1.58468018, 0.0830750912, 0.000588369817, 0.220544434, 0.0912780613, 1.58468018, -0.0664794892, 0.000728463897, 0.220544434, 0.0688907653
1.65792236, 0.0834544376, 0.000598589234, 0.229699707, 0.0910411477, 1.65792236, -0.0645598769, 0.000740632766, 0.229699707, 0.0685196072
1.73116455, 0.0821089, 0.00060853918, 0.23885498, 0.0908246636, 1.73116455, -0.0617826469, 0.000753967793, 0.23885498, 0.0666764602
1.80440674, 0.082059525, 0.000618765089, 0.248010254, 0.0906266943, 1.80440674, -0.0576979369, 0.000766369901, 0.248010254, 0.0657875165
1.87764893, 0.0811089799, 0.000629616293, 0.257165527, 0.0904454961, 1.87764893, -0.0525702238, 0.000779470929, 0.257165527, 0.065683268
1.95089111, 0.0814449936, 0.000639974301, 0.266320801, 0.0902794525, 1.95089111, -0.0454812981, 0.000793757087, 0.266320801, 0.0644703135
2.0241333, 0.0809534639, 0.000650811743, 0.275476074, 0.0901271254, 2.0241333, -0.0402311757, 0.000807095932, 0.275476074, 0.0630035549
2.09737549, 0.081005238, 0.000661549188, 0.284631348, 0.0899871737, 2.09737549, -0.0321620815, 0.000820443687, 0.284631348, 0.0624880828
2.17061768, 0.080322735, 0.000672843817, 0.293786621, 0.0898583904, 2.17061768, -0.0228081979, 0.000835038763, 0.293786621, 0.0617779866
2.24385986, 0.08029975, 0.000684279658, 0.302941895, 0.0897396654, 2.24385986, -0.0173642896, 0.00084987101, 0.302941895, 0.0603354834
2.31710205, 0.0780806243, 0.000695917048, 0.312097168, 0.0896300003, 2.31710205, -0.0082900906, 0.000864233588, 0.312097168, 0.059290003
2.39034424, 0.0782118812, 0.00070774498, 0.321252441, 0.0895284712, 2.39034424, -1.93444466e-05, 0.00087927465, 0.321252441, 0.0586484708
2.46358643, 0.0781325847, 0.00071962296, 0.330407715, 0.0894342512, 2.46358643, 0.00918901153, 0.000894757782, 0.330407715, 0.0574973859
2.53682861, 0.0805167854, 0.000731689663, 0.339562988, 0.0893465802, 2.53682861, 0.0174553655, 0.000910318678, 0.339562988, 0.0561780669
2.6100708, 0.0775162056, 0.000744096042, 0.348718262, 0.0892647803, 2.6100708, 0.024675075, 0.000924588651, 0.348718262, 0.0552993082
2.68331299, 0.0780665874, 0.00075649921, 0.357873535, 0.0891882107, 2.68331299, 0.0319071412, 0.000941472814, 0.357873535, 0.0543557592
2.75655518, 0.0782413855, 0.000769773636, 0.367028809, 0.08911632, 2.75655518, 0.0380641259, 0.00095653176, 0.367028809, 0.053048294
2.82979736, 0.0766092315, 0.000783069651, 0.376184082, 0.0890485868, 2.82979736, 0.0410421453, 0.000973015888, 0.376184082, 0.0518989637
2.90303955, 0.0758273527, 0.000796264607, 0.385339355, 0.088984549, 2.90303955, 0.0461842678, 0.000990526033, 0.385339355, 0.0509522371
2.97628174, 0.0756481439, 0.000809844151, 0.394494629, 0.0889237896, 2.97628174, 0.0484941751, 0.00100620944, 0.394494629, 0.0497707166
3.04952393, 0.0760113522, 0.000823052111, 0.403649902, 0.0888659284, 3.04952393, 0.05310978, 0.00102360906, 0.403649902, 0.0484850779
3.12276611, 0.0754036829, 0.000837419168, 0.412805176, 0.0888106152, 3.12276611, 0.0514527857, 0.00104080914, 0.412805176, 0.0473996997
3.1960083, 0.0753414109, 0.000851119823, 0.421960449, 0.0887575448, 3.1960083, 0.0528026819, 0.00105814702, 0.421960449, 0.0462946407
3.26925049, 0.074471049, 0.000866346397, 0.431115723, 0.0887064338, 3.26925049, 0.0528541207, 0.0010779562, 0.431115723, 0.0450084098
3.34249268, 0.075506866, 0.000880298552, 0.440270996, 0.0886570364, 3.34249268, 0.0503284186, 0.00109478169, 0.440270996, 0.0437805913
